ID,Composer,Work Title,Movement,Catalogue Number,Year,Piece Style,Genre,Size,IMSLP URL
ICD0085_01,"Debussy, Claude",Suite Bergamasque,1,CD 82 ; L.75,1890,Romantic,piano,655,https://imslp.org/wiki/Suite_bergamasque_(Debussy%2C_Claude)
ICD0085_03,"Debussy, Claude",Suite Bergamasque,3,CD 82 ; L.75,1890,Romantic,piano,428,https://imslp.org/wiki/Suite_bergamasque_(Debussy%2C_Claude)
ICD0085_04,"Debussy, Claude",Suite Bergamasque,4,CD 82 ; L.75,1890,Romantic,piano,561,https://imslp.org/wiki/Suite_bergamasque_(Debussy%2C_Claude)
ICD0086_00,"Debussy, Claude",Syrinx,0,CD 137 ; L.129,1913,Early 20th century,flute,213,https://imslp.org/wiki/Syrinx_(Debussy%2C_Claude)
ICD0088_00,"Debussy, Claude",Valse Romantique,0,CD 79 ; L.71,1890,Early 20th century,piano,559,https://imslp.org/wiki/Valse_romantique_(Debussy%2C_Claude)
IAD0035_03,"Dvořák, Antonín",Legends,3,"Op.59 ; B.117 (piano duet), B.122 (orchestra) ",1881,Romantic,piano,553,https://imslp.org/wiki/Legends%2C_Op.59_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IAD0035_05,"Dvořák, Antonín",Legends,5,"Op.59 ; B.117 (piano duet), B.122 (orchestra) ",1881,Romantic,piano,362,https://imslp.org/wiki/Legends%2C_Op.59_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IAD0035_06,"Dvořák, Antonín",Legends,6,"Op.59 ; B.117 (piano duet), B.122 (orchestra) ",1881,Romantic,piano,472,https://imslp.org/wiki/Legends%2C_Op.59_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IAD0035_08,"Dvořák, Antonín",Legends,8,"Op.59 ; B.117 (piano duet), B.122 (orchestra) ",1881,Romantic,piano,526,https://imslp.org/wiki/Legends%2C_Op.59_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IAD0035_09,"Dvořák, Antonín",Legends,9,"Op.59 ; B.117 (piano duet), B.122 (orchestra) ",1881,Romantic,piano,301,https://imslp.org/wiki/Legends%2C_Op.59_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IAD0035_10,"Dvořák, Antonín",Legends,10,"Op.59 ; B.117 (piano duet), B.122 (orchestra) ",1881,Romantic,piano,387,https://imslp.org/wiki/Legends%2C_Op.59_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IAD0125_01,"Dvořák, Antonín",Violin Sonata,1,Op.57 ; B.106 ,1880,Romantic,solo + piano,850,https://imslp.org/wiki/Violin_Sonata%2C_Op.57_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IAD0125_04,"Dvořák, Antonín",Violin Sonata,4,Op.57 ; B.106 ,1880,Romantic,solo + piano,1118,https://imslp.org/wiki/Violin_Sonata%2C_Op.57_(Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn)
IEE0094_01,"Elgar, Edward",Violin Concerto,1,Op.61,1905,Early 20th century,solo + piano,617,"https://imslp.org/wiki/Violin_Concerto,_Op.61_(Elgar,_Edward)"
IEE0094_02,"Elgar, Edward",Violin Concerto,2,Op.61,1905,Early 20th century,solo + piano,139,"https://imslp.org/wiki/Violin_Concerto,_Op.61_(Elgar,_Edward)"
IEE0094_03,"Elgar, Edward",Violin Concerto,3,Op.61,1905,Early 20th century,solo + piano,405,"https://imslp.org/wiki/Violin_Concerto,_Op.61_(Elgar,_Edward)"
IGF0076_01,"Fauré, Gabriel","2 Pieces, Op.104",1,Op.104,1904,Romantic,piano,281,https://imslp.org/wiki/2_Pieces%2C_Op.104_(Faur%C3%A9%2C_Gabriel)
IGF0060_00,"Fauré, Gabriel","Nocturne No.10 in E minor, Op.99",0,Op.99,1908,Romantic,piano,383,"https://imslp.org/wiki/Nocturne_No.10,_Op.99_(Faur%C3%A9,_Gabriel)"
IGF0061_00,"Fauré, Gabriel","Nocturne No.12 in E minor, Op.107",0,Op.107,1916,Romantic,piano,615,"https://imslp.org/wiki/Nocturne_No.12,_Op.107_(Faur%C3%A9,_Gabriel)"
IGF0062_00,"Fauré, Gabriel",Nocturne No.13 in B minor,0,Op.119 ,1922,Romantic,piano,657,"https://imslp.org/wiki/Nocturne_No.13,_Op.119_(Faur%C3%A9,_Gabriel)"
IGF0056_00,"Fauré, Gabriel",Nocturne No.5 in B-flat,0,Op.37,1884,Romantic,piano,1223,"https://imslp.org/wiki/Nocturne_No.5,_Op.37_(Faur%C3%A9,_Gabriel)"
IGF0115_00,"Fauré, Gabriel",Thème et variations,0,Op.73 ,1895,Romantic,piano,1722,https://imslp.org/wiki/Th%C3%A8me_et_variations%2C_Op.73_(Faur%C3%A9%2C_Gabriel)
IGF0063_02,"Fauré, Gabriel",Trois Nocturnes,2,Op.33,1875,Romantic,piano,916,https://imslp.org/wiki/3_Nocturnes%2C_Op.33_(Faur%C3%A9%2C_Gabriel)
IGF0063_03,"Fauré, Gabriel",Trois Nocturnes,3,Op.33,1875,Romantic,piano,623,https://imslp.org/wiki/3_Nocturnes%2C_Op.33_(Faur%C3%A9%2C_Gabriel)
IGF0118_00,"Fauré, Gabriel","Valse Caprice No.1 in A, Op.30",0,Op.30,1882,Romantic,piano,1797,https://imslp.org/wiki/Valse-Caprice_No.1%2C_Op.30_(Faur%C3%A9%2C_Gabriel)
IGF0120_00,"Fauré, Gabriel","Valse Caprice No.3 in G-flat, Op.59 ",0,Op.59,1893,Romantic,piano,1512,https://imslp.org/wiki/Valse-Caprice_No.3%2C_Op.59_(Faur%C3%A9%2C_Gabriel)
IGF0121_00,"Fauré, Gabriel","Valse Caprice No.4 in A-flat, Op.62",0,Op.62,1894,Romantic,piano,1546,https://imslp.org/wiki/Valse-Caprice_No.4%2C_Op.62_(Faur%C3%A9%2C_Gabriel)
IGF0112_01,"Fauré, Gabriel",Violin Sonata No.1,1,Op.13,1875,Romantic,solo + piano,1392,"https://imslp.org/wiki/Violin_Sonata_No.1,_Op.13_(Faur%C3%A9,_Gabriel)"
IGF0112_03,"Fauré, Gabriel",Violin Sonata No.1,3,Op.13,1875,Romantic,solo + piano,698,"https://imslp.org/wiki/Violin_Sonata_No.1,_Op.13_(Faur%C3%A9,_Gabriel)"
IEG0008_00,"Grieg, Edvard",Ballade Op.24,0,Op.24,1900,Romantic,piano,2524,"https://imslp.org/wiki/Ballade,_Op.24_(Grieg,_Edvard)"
IEG0033_01,"Grieg, Edvard","Fra Holbergs tid, Suite i gammel stil",1,Op.40,1884,Romantic,piano,1217,"https://imslp.org/wiki/Holberg_Suite,_Op.40_(Grieg,_Edvard)"
IEG0033_04,"Grieg, Edvard","Fra Holbergs tid, Suite i gammel stil",4,Op.40,1884,Romantic,piano,474,"https://imslp.org/wiki/Holberg_Suite,_Op.40_(Grieg,_Edvard)"
IEG0086_01,"Grieg, Edvard",Piano Sonata,1,Op.7,1865,Romantic,piano,965,"https://imslp.org/wiki/Piano_Sonata,_Op.7_(Grieg,_Edvard)"
IEG0086_02,"Grieg, Edvard",Piano Sonata,2,Op.7,1865,Romantic,piano,433,"https://imslp.org/wiki/Piano_Sonata,_Op.7_(Grieg,_Edvard)"
IEG0086_03,"Grieg, Edvard",Piano Sonata,3,Op.7,1865,Romantic,piano,360,"https://imslp.org/wiki/Piano_Sonata,_Op.7_(Grieg,_Edvard)"
IEG0086_04,"Grieg, Edvard",Piano Sonata,4,Op.7,1865,Romantic,piano,1360,"https://imslp.org/wiki/Piano_Sonata,_Op.7_(Grieg,_Edvard)"
IEG0138_01,"Grieg, Edvard","Violin Sonata No.3, Op.45",1,Op.45,1887,Romantic,solo + piano,1239,https://imslp.org/wiki/Violin_Sonata_No.3%2C_Op.45_(Grieg%2C_Edvard)
IEG0138_02,"Grieg, Edvard","Violin Sonata No.3, Op.45",2,Op.45,1887,Romantic,solo + piano,474,https://imslp.org/wiki/Violin_Sonata_No.3%2C_Op.45_(Grieg%2C_Edvard)
IEG0138_03,"Grieg, Edvard","Violin Sonata No.3, Op.45",3,Op.45,1887,Romantic,solo + piano,1091,https://imslp.org/wiki/Violin_Sonata_No.3%2C_Op.45_(Grieg%2C_Edvard)
IGH0172_00,"Handel, George Frideric",Fantasia in C,0,,1703,Baroque,harpsichord,1621,https://imslp.org/wiki/Fantasia_in_C_major%2C_HWV_490_(Handel%2C_George_Frideric)
IGH0229_00,"Handel, George Frideric",Keyboard Sonata in C major,0,HWV 577,1703,Baroque,harpsichord,0,https://imslp.org/wiki/Keyboard_Sonata_in_C_major%2C_HWV_577_(Handel%2C_George_Frideric)
IGH0419_04,"Handel, George Frideric",Recorder Sonata in A minor,4,HWV 362 ; Op.1 No.4,1712,Baroque,solo + piano,956,https://imslp.org/wiki/Recorder_Sonata_in_A_minor%2C_HWV_362_(Handel%2C_George_Frideric)
IGH0423_02,"Handel, George Frideric",Recorder Sonata in F major,2,HWV 369 ; Op.1 No.11,1712,Baroque,harpsichord,574,"https://imslp.org/wiki/Recorder_Sonata_in_F_major,_HWV_369_(Handel,_George_Frideric)"
IGH0460_02,"Handel, George Frideric",Suite No.1 in A major,2,HWV 426,1720,Baroque,harpsichord,604,"https://imslp.org/wiki/Suite_in_A_major,_HWV_426_(Handel,_George_Frideric)"
IGH0460_03,"Handel, George Frideric",Suite No.1 in A major,3,HWV 426,1720,Baroque,harpsichord,561,"https://imslp.org/wiki/Suite_in_A_major,_HWV_426_(Handel,_George_Frideric)"
IGH0460_04,"Handel, George Frideric",Suite No.1 in A major,4,HWV 426,1720,Baroque,harpsichord,960,"https://imslp.org/wiki/Suite_in_A_major,_HWV_426_(Handel,_George_Frideric)"
IGH0469_06,"Handel, George Frideric",Suite No.3 in D minor,6,HWV 428,1720,Baroque,harpsichord,1646,"https://imslp.org/wiki/Suite_in_D_minor,_HWV_428_(Handel,_George_Frideric)"
IGH0471_03,"Handel, George Frideric",Suite in D minor,3,HWV 437,1733,Baroque,harpsichord,228,https://imslp.org/wiki/Suite_in_D_minor%2C_HWV_437_(Handel%2C_George_Frideric)
IGH0472_04,"Handel, George Frideric",Suite in E major ,4,HWV 430,1720,Baroque,harpsichord,890,https://imslp.org/wiki/Suite_in_E_major%2C_HWV_430_(Handel%2C_George_Frideric)
IGH0546_01,"Handel, George Frideric",Violin Sonata in D major,1,HWV 371 ; Op.1 No.13,1712,Baroque,solo + piano,280,"https://imslp.org/wiki/Violin_Sonata_in_D_major,_HWV_371_(Handel,_George_Frideric)"
IJH0159_01,"Haydn, Joseph",Divertimento in E-flat major,1,Hob.II:6,1765,Classical,quartet,283,"https://imslp.org/wiki/Divertimento_in_E-flat_major,_Hob.II:6_(Haydn,_Joseph)"
IJH0159_02,"Haydn, Joseph",Divertimento in E-flat major,2,Hob.II:6,1765,Classical,quartet,215,"https://imslp.org/wiki/Divertimento_in_E-flat_major,_Hob.II:6_(Haydn,_Joseph)"
IJH0159_05,"Haydn, Joseph",Divertimento in E-flat major,5,Hob.II:6,1765,Classical,quartet,367,"https://imslp.org/wiki/Divertimento_in_E-flat_major,_Hob.II:6_(Haydn,_Joseph)"
IJH0401_02,"Haydn, Joseph",String Quartet in A major,2,Hob.III:36 ; Op.20 No.6,1772,Classical,quartet,429,"https://imslp.org/wiki/String_Quartet_in_A_major,_Hob.III:36_(Haydn,_Joseph)"
IJH0401_04,"Haydn, Joseph",String Quartet in A major,4,Hob.III:36 ; Op.20 No.6,1772,Classical,quartet,548,"https://imslp.org/wiki/String_Quartet_in_A_major,_Hob.III:36_(Haydn,_Joseph)"
IJH0402_02,"Haydn, Joseph",String Quartet in A major,2,Hob.III:60 ; Op.55 No.1,1788,Classical,quartet,457,"https://imslp.org/wiki/String_Quartet_in_A_major,_Hob.III:60_(Haydn,_Joseph)"
IJH0402_03,"Haydn, Joseph",String Quartet in A major,3,Hob.III:60 ; Op.55 No.1,1788,Classical,quartet,276,"https://imslp.org/wiki/String_Quartet_in_A_major,_Hob.III:60_(Haydn,_Joseph)"
IJH0402_04,"Haydn, Joseph",String Quartet in A major,4,Hob.III:60 ; Op.55 No.1,1788,Classical,quartet,913,"https://imslp.org/wiki/String_Quartet_in_A_major,_Hob.III:60_(Haydn,_Joseph)"
IJH0403_01,"Haydn, Joseph",String Quartet in B minor,1,Hob.III:37 ; Op.33 No.1,1781,Classical,quartet,590,https://imslp.org/wiki/String_Quartet_in_B_minor%2C_Hob.III:37_(Haydn%2C_Joseph)
IJH0403_02,"Haydn, Joseph",String Quartet in B minor,2,Hob.III:37 ; Op.33 No.1,1781,Classical,quartet,150,https://imslp.org/wiki/String_Quartet_in_B_minor%2C_Hob.III:37_(Haydn%2C_Joseph)
IJH0403_03,"Haydn, Joseph",String Quartet in B minor,3,Hob.III:37 ; Op.33 No.1,1781,Classical,quartet,489,https://imslp.org/wiki/String_Quartet_in_B_minor%2C_Hob.III:37_(Haydn%2C_Joseph)
IJH0403_04,"Haydn, Joseph",String Quartet in B minor,4,Hob.III:37 ; Op.33 No.1,1781,Classical,quartet,784,https://imslp.org/wiki/String_Quartet_in_B_minor%2C_Hob.III:37_(Haydn%2C_Joseph)
IJH0404_03,"Haydn, Joseph",String Quartet in B minor,3,Hob.III:68 ; Op.64 No.2,1790,Classical,quartet,384,https://imslp.org/wiki/String_Quartet_in_B_minor%2C_Hob.III:68_(Haydn%2C_Joseph)
IJH0404_04,"Haydn, Joseph",String Quartet in B minor,4,Hob.III:68 ; Op.64 No.2,1790,Classical,quartet,1312,https://imslp.org/wiki/String_Quartet_in_B_minor%2C_Hob.III:68_(Haydn%2C_Joseph)
IJH0405_01,"Haydn, Joseph",String Quartet in B-flat major,1,Hob.III:1 ; Op.1 No.1,1757,Classical,quartet,302,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:1_(Haydn,_Joseph)"
IJH0405_02,"Haydn, Joseph",String Quartet in B-flat major,2,Hob.III:1 ; Op.1 No.1,1757,Classical,quartet,155,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:1_(Haydn,_Joseph)"
IJH0405_03,"Haydn, Joseph",String Quartet in B-flat major,3,Hob.III:1 ; Op.1 No.1,1757,Classical,quartet,279,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:1_(Haydn,_Joseph)"
IJH0405_04,"Haydn, Joseph",String Quartet in B-flat major,4,Hob.III:1 ; Op.1 No.1,1757,Classical,quartet,144,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:1_(Haydn,_Joseph)"
IJH0405_05,"Haydn, Joseph",String Quartet in B-flat major,5,Hob.III:1 ; Op.1 No.1,1757,Classical,quartet,278,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:1_(Haydn,_Joseph)"
IJH0409_01,"Haydn, Joseph",String Quartet in B-flat major,1,Hob.III:40 ; Op.33 No.4,1781,Classical,quartet,809,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:40_(Haydn,_Joseph)"
IJH0409_03,"Haydn, Joseph",String Quartet in B-flat major,3,Hob.III:40 ; Op.33 No.4,1781,Classical,quartet,412,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:40_(Haydn,_Joseph)"
IJH0409_04,"Haydn, Joseph",String Quartet in B-flat major,4,Hob.III:40 ; Op.33 No.4,1781,Classical,quartet,848,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:40_(Haydn,_Joseph)"
IJH0410_01,"Haydn, Joseph",String Quartet in B-flat major,1,Hob.III:44 ; Op.50 No.1,1787,Classical,quartet,864,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:44_(Haydn%2C_Joseph)
IJH0410_02,"Haydn, Joseph",String Quartet in B-flat major,2,Hob.III:44 ; Op.50 No.1,1787,Classical,quartet,467,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:44_(Haydn%2C_Joseph)
IJH0410_03,"Haydn, Joseph",String Quartet in B-flat major,3,Hob.III:44 ; Op.50 No.1,1787,Classical,quartet,162,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:44_(Haydn%2C_Joseph)
IJH0410_04,"Haydn, Joseph",String Quartet in B-flat major,4,Hob.III:44 ; Op.50 No.1,1787,Classical,quartet,788,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:44_(Haydn%2C_Joseph)
IJH0411_01,"Haydn, Joseph",String Quartet in B-flat major,1,Hob.III:62 ; Op.55 No.3,1788,Classical,quartet,953,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:62_(Haydn,_Joseph)"
IJH0411_02,"Haydn, Joseph",String Quartet in B-flat major,2,Hob.III:62 ; Op.55 No.3,1788,Classical,quartet,812,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:62_(Haydn,_Joseph)"
IJH0411_04,"Haydn, Joseph",String Quartet in B-flat major,4,Hob.III:62 ; Op.55 No.3,1788,Classical,quartet,977,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:62_(Haydn,_Joseph)"
IJH0412_01,"Haydn, Joseph",String Quartet in B-flat major,1,Hob.III:67 ; Op.64 No.3,1790,Classical,quartet,949,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:67_(Haydn,_Joseph)"
IJH0412_03,"Haydn, Joseph",String Quartet in B-flat major,3,Hob.III:67 ; Op.64 No.3,1790,Classical,quartet,291,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:67_(Haydn,_Joseph)"
IJH0412_04,"Haydn, Joseph",String Quartet in B-flat major,4,Hob.III:67 ; Op.64 No.3,1790,Classical,quartet,1012,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:67_(Haydn,_Joseph)"
IJH0413_01,"Haydn, Joseph",String Quartet in B-flat major,1,Hob.III:69 ; Op.71 No.1,1793,Classical,quartet,946,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:69_(Haydn,_Joseph)"
IJH0413_02,"Haydn, Joseph",String Quartet in B-flat major,2,Hob.III:69 ; Op.71 No.1,1793,Classical,quartet,357,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:69_(Haydn,_Joseph)"
IJH0413_03,"Haydn, Joseph",String Quartet in B-flat major,3,Hob.III:69 ; Op.71 No.1,1793,Classical,quartet,228,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:69_(Haydn,_Joseph)"
IJH0413_04,"Haydn, Joseph",String Quartet in B-flat major,4,Hob.III:69 ; Op.71 No.1,1793,Classical,quartet,1031,"https://imslp.org/wiki/String_Quartet_in_B-flat_major,_Hob.III:69_(Haydn,_Joseph)"
IJH0414_01,"Haydn, Joseph",String Quartet in B-flat major,1,Hob.III:78 ; Op.76 No.4,1796,Classical,quartet,1080,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:78_(Haydn%2C_Joseph)
IJH0414_02,"Haydn, Joseph",String Quartet in B-flat major,2,Hob.III:78 ; Op.76 No.4,1796,Classical,quartet,374,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:78_(Haydn%2C_Joseph)
IJH0414_03,"Haydn, Joseph",String Quartet in B-flat major,3,Hob.III:78 ; Op.76 No.4,1796,Classical,quartet,360,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:78_(Haydn%2C_Joseph)
IJH0414_04,"Haydn, Joseph",String Quartet in B-flat major,4,Hob.III:78 ; Op.76 No.4,1796,Classical,quartet,919,https://imslp.org/wiki/String_Quartet_in_B-flat_major%2C_Hob.III:78_(Haydn%2C_Joseph)
IJH0415_01,"Haydn, Joseph",String Quartet in C major,1,Hob.III:6 ; Op.1 No.6,1757,Classical,quartet,259,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:6_(Haydn,_Joseph)"
IJH0415_02,"Haydn, Joseph",String Quartet in C major,2,Hob.III:6 ; Op.1 No.6,1757,Classical,quartet,159,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:6_(Haydn,_Joseph)"
IJH0415_04,"Haydn, Joseph",String Quartet in C major,4,Hob.III:6 ; Op.1 No.6,1757,Classical,quartet,234,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:6_(Haydn,_Joseph)"
IJH0415_05,"Haydn, Joseph",String Quartet in C major,5,Hob.III:6 ; Op.1 No.6,1757,Classical,quartet,251,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:6_(Haydn,_Joseph)"
IJH0417_01,"Haydn, Joseph",String Quartet in C major,1,Hob.III:32 ; Op.20 No.2,1772,Classical,quartet,677,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:32_(Haydn,_Joseph)"
IJH0417_03,"Haydn, Joseph",String Quartet in C major,3,Hob.III:32 ; Op.20 No.2,1772,Classical,quartet,188,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:32_(Haydn,_Joseph)"
IJH0417_04,"Haydn, Joseph",String Quartet in C major,4,Hob.III:32 ; Op.20 No.2,1772,Classical,quartet,721,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:32_(Haydn,_Joseph)"
IJH0418_01,"Haydn, Joseph",String Quartet in C major,1,Hob.III:39 ; Op.33 No.3,1781,Classical,quartet,718,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:39_(Haydn,_Joseph)"
IJH0418_02,"Haydn, Joseph",String Quartet in C major,2,Hob.III:39 ; Op.33 No.3,1781,Classical,quartet,142,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:39_(Haydn,_Joseph)"
IJH0418_03,"Haydn, Joseph",String Quartet in C major,3,Hob.III:39 ; Op.33 No.3,1781,Classical,quartet,589,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:39_(Haydn,_Joseph)"
IJH0418_04,"Haydn, Joseph",String Quartet in C major,4,Hob.III:39 ; Op.33 No.3,1781,Classical,quartet,636,"https://imslp.org/wiki/String_Quartet_in_C_major,_Hob.III:39_(Haydn,_Joseph)"
IJH0419_01,"Haydn, Joseph",String Quartet in C major,1,Hob.III:45 ; Op.50 No.2,1787,Classical,quartet,680,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:45_(Haydn%2C_Joseph)
IJH0419_02,"Haydn, Joseph",String Quartet in C major,2,Hob.III:45 ; Op.50 No.2,1787,Classical,quartet,417,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:45_(Haydn%2C_Joseph)
IJH0419_03,"Haydn, Joseph",String Quartet in C major,3,Hob.III:45 ; Op.50 No.2,1787,Classical,quartet,170,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:45_(Haydn%2C_Joseph)
IJH0419_04,"Haydn, Joseph",String Quartet in C major,4,Hob.III:45 ; Op.50 No.2,1787,Classical,quartet,908,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:45_(Haydn%2C_Joseph)
IJH0420_03,"Haydn, Joseph",String Quartet in C major,3,Hob.III:57 ; Op.54 No.2,1788,Classical,quartet,406,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:57_(Haydn%2C_Joseph)
IJH0420_04,"Haydn, Joseph",String Quartet in C major,4,Hob.III:57 ; Op.54 No.2,1788,Classical,quartet,734,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:57_(Haydn%2C_Joseph)
IJH0421_02,"Haydn, Joseph",String Quartet in C major,2,Hob.III:65 ; Op.64 No.1,1790,Classical,quartet,702,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:65_(Haydn%2C_Joseph)
IJH0421_04,"Haydn, Joseph",String Quartet in C major,4,Hob.III:65 ; Op.64 No.1,1790,Classical,quartet,1038,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:65_(Haydn%2C_Joseph)
IJH0422_01,"Haydn, Joseph",String Quartet in C major,1,Hob.III:72 ; Op.74 No.1,1793,Classical,quartet,1034,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:72_(Haydn%2C_Joseph)
IJH0422_02,"Haydn, Joseph",String Quartet in C major,2,Hob.III:72 ; Op.74 No.1,1793,Classical,quartet,490,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:72_(Haydn%2C_Joseph)
IJH0422_03,"Haydn, Joseph",String Quartet in C major,3,Hob.III:72 ; Op.74 No.1,1793,Classical,quartet,290,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:72_(Haydn%2C_Joseph)
IJH0422_04,"Haydn, Joseph",String Quartet in C major,4,Hob.III:72 ; Op.74 No.1,1793,Classical,quartet,1116,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:72_(Haydn%2C_Joseph)
IJH0423_02,"Haydn, Joseph",String Quartet in C major,2,Hob.III:77 ; Op.76 No.3,1796,Classical,quartet,738,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:77_(Haydn%2C_Joseph)
IJH0423_03,"Haydn, Joseph",String Quartet in C major,3,Hob.III:77 ; Op.76 No.3,1796,Classical,quartet,272,https://imslp.org/wiki/String_Quartet_in_C_major%2C_Hob.III:77_(Haydn%2C_Joseph)
IJH0425_01,"Haydn, Joseph",String Quartet in D major,1,Hob.III:3 ; Op.1 No.3,1757,Classical,quartet,433,"https://imslp.org/wiki/String_Quartet_in_D_major,_Hob.III:3_(Haydn,_Joseph)"
IJH0425_03,"Haydn, Joseph",String Quartet in D major,3,Hob.III:3 ; Op.1 No.3,1757,Classical,quartet,159,"https://imslp.org/wiki/String_Quartet_in_D_major,_Hob.III:3_(Haydn,_Joseph)"
IJH0425_04,"Haydn, Joseph",String Quartet in D major,4,Hob.III:3 ; Op.1 No.3,1757,Classical,quartet,108,"https://imslp.org/wiki/String_Quartet_in_D_major,_Hob.III:3_(Haydn,_Joseph)"
IJH0425_05,"Haydn, Joseph",String Quartet in D major,5,Hob.III:3 ; Op.1 No.3,1757,Classical,quartet,392,"https://imslp.org/wiki/String_Quartet_in_D_major,_Hob.III:3_(Haydn,_Joseph)"
IJH0427_01,"Haydn, Joseph",String Quartet in D major,1,Hob.III:30 ; Op.17 No.6,1771,Classical,quartet,849,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III:30_(Haydn%2C_Joseph)
IJH0427_03,"Haydn, Joseph",String Quartet in D major,3,Hob.III:30 ; Op.17 No.6,1771,Classical,quartet,453,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III:30_(Haydn%2C_Joseph)
IJH0427_04,"Haydn, Joseph",String Quartet in D major,4,Hob.III:30 ; Op.17 No.6,1771,Classical,quartet,612,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III:30_(Haydn%2C_Joseph)
IJH0428_04,"Haydn, Joseph",String Quartet in D major,4,Hob.III:34 ; Op.20 No.4,1772,Classical,quartet,972,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III:34_(Haydn%2C_Joseph)
IJH0429_01,"Haydn, Joseph",String Quartet in D major,1,Hob.III:42 ; Op.33 No.6,1781,Classical,quartet,695,"https://imslp.org/wiki/String_Quartet_in_D_major,_Hob.III:42_(Haydn,_Joseph)"
IJH0429_02,"Haydn, Joseph",String Quartet in D major,2,Hob.III:42 ; Op.33 No.6,1781,Classical,quartet,231,"https://imslp.org/wiki/String_Quartet_in_D_major,_Hob.III:42_(Haydn,_Joseph)"
IJH0429_03,"Haydn, Joseph",String Quartet in D major,3,Hob.III:42 ; Op.33 No.6,1781,Classical,quartet,153,"https://imslp.org/wiki/String_Quartet_in_D_major,_Hob.III:42_(Haydn,_Joseph)"
